Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-24 00:00:00+08:00,388.3297791882096,394.6883954556189,386.058844806992,388.7839660644531,48375406,0.0,0.0
2020-08-25 00:00:00+08:00,393.78010262334584,396.0510374712313,391.05498080588325,394.6884765625,35977899,0.0,0.0
2020-08-26 00:00:00+08:00,395.5967909869026,401.501220703125,395.1426040856547,401.501220703125,39243340,0.0,0.0
2020-08-27 00:00:00+08:00,406.95142701295043,411.94748247851123,403.31793212890625,403.31793212890625,53072712,0.0,0.0
2020-08-28 00:00:00+08:00,399.6845394441451,400.1387264207862,391.50917386460577,395.1426696777344,56842210,0.0,0.0
2020-08-31 00:00:00+08:00,396.9593731968512,399.2303078261238,387.42144775390625,387.42144775390625,81480538,0.0,0.0
2020-09-01 00:00:00+08:00,390.60079991132363,395.1426696777344,388.78405200475936,395.1426696777344,37429577,0.0,0.0
2020-09-02 00:00:00+08:00,400.5928573079803,400.5928573079803,391.0549321339808,393.32586669921875,34871407,0.0,0.0
2020-09-03 00:00:00+08:00,399.2302417930113,399.2302417930113,393.779999584233,396.0509338378906,34951617,0.0,0.0
2020-09-04 00:00:00+08:00,387.87560473177535,392.87166053042824,387.87560473177535,389.6923522949219,46119911,0.0,0.0
2020-09-07 00:00:00+08:00,388.7840636347381,392.87174654678563,386.05894169337313,386.9673156738281,32019312,0.0,0.0
2020-09-08 00:00:00+08:00,388.78400323783717,393.3258724345409,388.32981631816676,391.5091247558594,23714670,0.0,0.0
2020-09-09 00:00:00+08:00,386.0588931367325,388.7840147353447,384.24214540432433,387.8756408691406,40551362,0.0,0.0
2020-09-10 00:00:00+08:00,392.871734794529,395.1426696777344,391.05498688796473,395.1426696777344,35098921,0.0,0.0
2020-09-11 00:00:00+08:00,395.5968445803019,396.5052185058594,392.8717228036293,396.5052185058594,34298469,0.0,0.0
2020-09-14 00:00:00+08:00,396.0510561158057,401.50130000730763,395.5968691248472,400.5929260253906,39085833,0.0,0.0
2020-09-15 00:00:00+08:00,400.1386364883252,406.0430658576194,399.23026273920294,404.226318359375,39061449,0.0,0.0
2020-09-16 00:00:00+08:00,417.85196495889056,419.6687126326248,413.76428269298833,416.03521728515625,64261238,0.0,0.0
2020-09-17 00:00:00+08:00,413.7518104374608,415.57852924733925,407.814974305356,409.6416931152344,42058506,2.5,0.0
2020-09-18 00:00:00+08:00,408.2716332512933,410.55503164755334,404.61819581727724,405.53155517578125,52454922,0.0,0.0
2020-09-21 00:00:00+08:00,405.07496278936213,411.01179989901453,401.8782043457031,401.8782043457031,39463920,0.0,0.0
2020-09-22 00:00:00+08:00,401.8781397489989,402.7914991575193,398.224702114917,399.1380615234375,36130639,0.0,0.0
2020-09-23 00:00:00+08:00,398.22471328260167,400.50811186793766,394.57127554606404,395.9413146972656,45710963,0.0,0.0
2020-09-24 00:00:00+08:00,388.6344423046067,391.83120034941544,386.3510437011719,386.3510437011719,79806381,0.0,0.0
2020-09-25 00:00:00+08:00,390.0044826291642,390.91784207326066,384.5243259645858,387.264404296875,38775269,0.0,0.0
2020-09-28 00:00:00+08:00,390.0044458771636,394.11456298828125,387.72104748209824,394.11456298828125,34156973,0.0,0.0
2020-09-29 00:00:00+08:00,395.02799828478464,397.31139711880076,390.91788038355566,393.657958984375,32230502,0.0,0.0
2020-09-30 00:00:00+08:00,393.2012509881211,397.31136859426874,393.2012509881211,395.4846496582031,27334204,0.0,0.0
2020-10-05 00:00:00+08:00,400.0514618801933,400.0514618801933,394.1146251171311,395.0279846191406,32945832,0.0,0.0
2020-10-06 00:00:00+08:00,403.24819717146835,403.7048768964644,399.59475937150034,401.4214782714844,35775395,0.0,0.0
2020-10-07 00:00:00+08:00,397.3113796673295,406.4449746022106,397.3113796673295,404.6182556152344,42926239,0.0,0.0
2020-10-08 00:00:00+08:00,411.0118133342819,414.6652516750311,409.64177395650097,413.75189208984375,60853811,0.0,0.0
2020-10-12 00:00:00+08:00,418.3186666737432,421.97210481063183,417.8619869066321,420.1453857421875,64719223,0.0,0.0
2020-10-13 00:00:00+08:00,424.7122162657899,424.7122162657899,416.9486596243722,421.9721374511719,45750738,0.0,0.0
2020-10-14 00:00:00+08:00,420.6020644443487,421.0587442103035,417.4053060826653,419.2320251464844,40809241,0.0,0.0
2020-10-15 00:00:00+08:00,416.49197084540566,416.9486506379993,411.0118133342819,413.75189208984375,47775028,0.0,0.0
2020-10-16 00:00:00+08:00,411.9251382058872,416.49193574697244,409.6417394353446,410.0984191894531,46876801,0.0,0.0
2020-10-19 00:00:00+08:00,413.75185126632937,417.8619689941406,411.92513227619105,417.8619689941406,34470906,0.0,0.0
2020-10-20 00:00:00+08:00,416.03525818953756,417.40529745909697,411.9251403808594,411.9251403808594,25205638,0.0,0.0
2020-10-21 00:00:00+08:00,414.2085718824374,416.49197084540566,411.92517291946916,413.75189208984375,28058921,0.0,0.0
2020-10-22 00:00:00+08:00,411.01175496866415,415.57855224609375,410.5550752409212,415.57855224609375,23438547,0.0,0.0
2020-10-23 00:00:00+08:00,418.31865806917176,418.31865806917176,412.38182121884506,412.8385009765625,18777385,0.0,0.0
2020-10-26 00:00:00+08:00,415.5785773383247,415.5785773383247,411.01177978515625,411.01177978515625,15059581,0.0,0.0
2020-10-27 00:00:00+08:00,408.72834719800846,409.6417066330878,406.9016283278497,408.27166748046875,20117660,0.0,0.0
2020-10-28 00:00:00+08:00,406.44491453428526,408.2716332512933,404.61819581727724,405.53155517578125,24710230,0.0,0.0
2020-10-29 00:00:00+08:00,398.68138181917726,401.42146004473864,397.76802241065684,399.1380615234375,41285612,0.0,0.0
2020-10-30 00:00:00+08:00,399.1381172604031,399.1381172604031,394.5713195800781,394.5713195800781,47668895,0.0,0.0
2020-11-02 00:00:00+08:00,395.48463728999985,397.7680358886719,390.91784009265575,397.7680358886719,33477443,0.0,0.0
2020-11-03 00:00:00+08:00,401.42149519109404,404.61825340080696,400.0514559583599,402.7915344238281,30328495,0.0,0.0
2020-11-04 00:00:00+08:00,405.98830247667104,412.3818190511068,404.6182632107205,411.01177978515625,37512790,0.0,0.0
2020-11-05 00:00:00+08:00,412.3818201373792,412.3818201373792,406.9016630591416,411.9251403808594,34886108,0.0,0.0
2020-11-06 00:00:00+08:00,415.57859540907714,416.035275184252,411.01179765732905,413.2951965332031,30154140,0.0,0.0
2020-11-09 00:00:00+08:00,418.3186193568106,420.14533821863074,414.66518163317033,418.7752990722656,39245881,0.0,0.0
2020-11-10 00:00:00+08:00,412.838499893899,415.12189867649795,409.64174159826035,411.9251403808594,34820499,0.0,0.0
2020-11-11 00:00:00+08:00,409.64168807349006,417.4052429199219,409.64168807349006,417.4052429199219,36765561,0.0,0.0
2020-11-12 00:00:00+08:00,422.88536964649717,423.34204931134224,417.86189333320186,418.3185729980469,40100880,0.0,0.0
2020-11-13 00:00:00+08:00,419.2320586365539,421.9721374511719,416.9486596243722,421.9721374511719,31037438,0.0,0.0
2020-11-16 00:00:00+08:00,429.27900582305654,442.52271983249125,428.365646236199,442.0660400390625,81994937,0.0,0.0
2020-11-17 00:00:00+08:00,458.5064352803569,462.1598730116745,443.4360046386719,443.4360046386719,72413868,0.0,0.0
2020-11-18 00:00:00+08:00,447.54612022722273,453.93963623046875,444.3493622255997,453.93963623046875,50387727,0.0,0.0
2020-11-19 00:00:00+08:00,455.76637784996814,455.76637784996814,447.546142578125,447.546142578125,44220053,0.0,0.0
2020-11-20 00:00:00+08:00,443.89270244660923,447.5461403268282,443.89270244660923,445.71942138671875,32281453,0.0,0.0
2020-11-23 00:00:00+08:00,451.656221879573,455.3096594680832,449.37282338675413,453.4829406738281,38084006,0.0,0.0
2020-11-24 00:00:00+08:00,456.2230288807939,456.67970858938327,448.91615354336375,449.3728332519531,35479226,0.0,0.0
2020-11-25 00:00:00+08:00,452.11296755185606,452.56964731705995,444.80609130859375,444.80609130859375,41419632,0.0,0.0
2020-11-26 00:00:00+08:00,446.6328430175781,450.7429612048565,445.7194834204052,446.6328430175781,28893033,0.0,0.0
2020-11-27 00:00:00+08:00,445.2628036218187,449.372921809097,444.3494440246457,446.6328430175781,32960189,0.0,0.0
2020-11-30 00:00:00+08:00,450.2862570422249,450.7429368161014,438.8692626953125,438.8692626953125,119895176,0.0,0.0
2020-12-01 00:00:00+08:00,447.0894628408004,447.546142578125,441.609305992905,447.546142578125,37018651,0.0,0.0
2020-12-02 00:00:00+08:00,456.2230676868875,456.67974743432177,450.7429107176756,455.7663879394531,50621339,0.0,0.0
2020-12-03 00:00:00+08:00,456.22303480305663,456.22303480305663,452.1129173723985,453.93963623046875,35651379,0.0,0.0
2020-12-04 00:00:00+08:00,455.3097125559631,461.2465493295112,454.39635305234026,459.4198303222656,51172005,0.0,0.0
2020-12-07 00:00:00+08:00,467.640047422179,470.38012582504336,462.15989061645035,469.4667663574219,44271244,0.0,0.0
2020-12-08 00:00:00+08:00,469.4667774229559,479.5137318036028,464.8999799772073,478.6003723144531,40771761,0.0,0.0
2020-12-09 00:00:00+08:00,475.86028941227835,478.6003678541917,474.9469299316406,474.9469299316406,43314115,0.0,0.0
2020-12-10 00:00:00+08:00,466.72671616077423,470.3801542520523,465.8133566379547,467.64007568359375,42556926,0.0,0.0
2020-12-11 00:00:00+08:00,472.20681644410126,472.20681644410126,461.24650348988615,471.29345703125,45660960,0.0,0.0
2020-12-14 00:00:00+08:00,467.64007135826773,468.55343087263935,463.98663330078125,463.98663330078125,30260485,0.0,0.0
2020-12-15 00:00:00+08:00,463.0732387361072,465.8133170718238,460.3331604003906,460.3331604003906,39852366,0.0,0.0
2020-12-16 00:00:00+08:00,464.8999971151352,470.3801542520523,463.07327806949615,467.64007568359375,52012348,0.0,0.0
2020-12-17 00:00:00+08:00,472.6881937342366,472.6881937342366,466.2633056640625,466.2633056640625,38215179,2.5,0.0
2020-12-18 00:00:00+08:00,466.2632558785233,469.9346200980392,465.34541482364426,468.09893798828125,39924864,0.0,0.0
2020-12-21 00:00:00+08:00,469.9346535852713,474.52385918668995,466.26328910413633,473.60601806640625,34813281,0.0,0.0
2020-12-22 00:00:00+08:00,469.93464513752457,473.6060095526615,467.1811218261719,467.1811218261719,22454277,0.0,0.0
2020-12-23 00:00:00+08:00,466.26328072238766,469.01680403374036,464.4275985148192,467.1811218261719,18086715,0.0,0.0
2020-12-24 00:00:00+08:00,469.0167790431602,469.9346200980392,466.2632558785233,468.09893798828125,14950143,0.0,0.0
2020-12-25 00:00:00+08:00,471.77033856237006,472.68817968797777,468.0989740599391,469.0168151855469,12327895,0.0,0.0
2020-12-28 00:00:00+08:00,469.93464805825244,472.68817138671875,467.1811247297861,472.68817138671875,19087382,0.0,0.0
2020-12-29 00:00:00+08:00,472.68817138671875,474.52385360569633,470.8524891677412,472.68817138671875,19907528,0.0,0.0
2020-12-30 00:00:00+08:00,473.60597726004465,481.8665466308594,471.77029517764134,481.8665466308594,46292401,0.0,0.0
2020-12-31 00:00:00+08:00,482.7843853644605,486.45574951171875,480.94870329083136,486.45574951171875,29970398,0.0,0.0
2021-01-04 00:00:00+08:00,486.4558131659209,495.6342247350892,484.62013085208724,491.9628601074219,38770328,0.0,0.0
2021-01-05 00:00:00+08:00,491.96274197849397,497.46978759765625,491.04490104196697,497.46978759765625,34411866,0.0,0.0
2021-01-06 00:00:00+08:00,509.40185296730914,509.40185296730914,496.5520764960617,503.8948059082031,53030554,0.0,0.0
2021-01-07 00:00:00+08:00,508.4840083569552,523.1694670820658,507.56616718663577,518.5802612304688,51166782,0.0,0.0
2021-01-08 00:00:00+08:00,532.3478393554688,532.3478393554688,524.0872694344356,532.3478393554688,59563555,0.0,0.0
2021-01-11 00:00:00+08:00,529.5942777868819,536.0191650390625,526.8407546788046,536.0191650390625,48810990,0.0,0.0
2021-01-12 00:00:00+08:00,535.1013027649442,547.9510767592997,534.1834617653474,542.4440307617188,50232426,0.0,0.0
2021-01-13 00:00:00+08:00,546.1154729669744,555.2938842773438,544.2797907049005,555.2938842773438,62662393,0.0,0.0
2021-01-14 00:00:00+08:00,538.7727934347616,547.9512055886759,538.7727934347616,543.3619995117188,75288477,0.0,0.0
2021-01-15 00:00:00+08:00,569.979256374467,573.6506203446729,551.6224365234375,551.6224365234375,92010500,0.0,0.0
2021-01-18 00:00:00+08:00,558.0474799217462,558.0474799217462,545.1977024235482,557.129638671875,45726476,0.0,0.0
2021-01-19 00:00:00+08:00,567.2257588217703,580.0755332934609,562.6365536533094,575.486328125,50672866,0.0,0.0
2021-01-20 00:00:00+08:00,580.9933653747464,596.5966627070856,579.1576833356477,593.8431396484375,82066422,0.0,0.0
2021-01-21 00:00:00+08:00,587.4182763744428,623.2140775910104,587.4182763744428,617.70703125,89019137,0.0,0.0
2021-01-22 00:00:00+08:00,595.678955078125,610.3644146794347,595.678955078125,595.678955078125,125179403,0.0,0.0
2021-01-25 00:00:00+08:00,589.2539160850489,592.9252800481955,574.5684602324619,580.9933471679688,93050133,0.0,0.0
2021-01-26 00:00:00+08:00,580.0756004988857,587.4183296191247,559.8830954182283,566.3079833984375,100153482,0.0,0.0
2021-01-27 00:00:00+08:00,567.2258134051067,573.6507012592099,560.8009255510036,564.4722900390625,59985191,0.0,0.0
2021-01-28 00:00:00+08:00,550.704595530886,558.0473234712978,548.868913545783,551.6224365234375,96447533,0.0,0.0
2021-01-29 00:00:00+08:00,568.1435787504296,568.1435787504296,542.4440307617188,542.4440307617188,90745237,0.0,0.0
2021-02-01 00:00:00+08:00,546.1154459502225,561.7187444059432,538.7727172651774,560.8009033203125,67462398,0.0,0.0
2021-02-02 00:00:00+08:00,577.3220990337903,585.5826696082007,570.8972108092489,580.0756225585938,78429188,0.0,0.0
2021-02-03 00:00:00+08:00,585.5825966486855,589.253960890997,578.2398681640625,578.2398681640625,48738970,0.0,0.0
2021-02-04 00:00:00+08:00,574.5684870913078,580.0755332934609,569.0614408891547,575.486328125,46371900,0.0,0.0
2021-02-05 00:00:00+08:00,585.5826696082007,588.3361931330041,579.1577813836593,580.0756225585938,53267273,0.0,0.0
2021-02-17 00:00:00+08:00,608.5286865234375,613.1178923041573,605.7751630550057,608.5286865234375,107614290,0.0,0.0
2021-02-18 00:00:00+08:00,609.4464496034565,610.3642906420158,602.103721294981,605.7750854492188,53109010,0.0,0.0
2021-02-19 00:00:00+08:00,602.1037987083014,603.0216398648689,593.8432282991936,598.4324340820312,50279585,0.0,0.0
2021-02-22 00:00:00+08:00,605.7750901442307,607.6107722355769,596.5966796875,596.5966796875,36474610,0.0,0.0
2021-02-23 00:00:00+08:00,588.336181640625,590.1718639546364,580.9934523845798,588.336181640625,50076333,0.0,0.0
2021-02-24 00:00:00+08:00,575.486316796875,583.7468859375,573.650634765625,573.650634765625,66206750,0.0,0.0
2021-02-25 00:00:00+08:00,583.7470037985975,583.7470037985975,576.4042741910679,582.8291625976562,43231417,0.0,0.0
2021-02-26 00:00:00+08:00,560.8008751192502,567.2257623955755,556.211669921875,556.211669921875,111861175,0.0,0.0
2021-03-02 00:00:00+08:00,569.9792405302301,570.8970814972675,558.9651489257812,558.9651489257812,54041533,0.0,0.0
2021-03-03 00:00:00+08:00,558.9651618785797,570.8970947265625,551.6224339721288,570.8970947265625,48252965,0.0,0.0
